ID;NOMBRE / DESC;SECCIÓN;POSICIÓN;ESTADO;REPE ;CANTIDAD REPE;ID SECCIÓN
309;ESCUDO TURQUÍA;TURQUIA;OTRO;FALTA;NO;0;TUR1
310;UGURCAN CAKIR;TURQUIA;;FALTA;NO;0;TUR2
311;MERT MULDUR;TURQUIA;;FALTA;NO;0;TUR3
312;ZEKI CELIK;TURQUIA;;FALTA;NO;0;TUR4
313;ABDULKERIM BARDAKCI;TURQUIA;;FALTA;NO;0;TUR5
314;CAGLAR SOYUNCU;TURQUIA;;FALTA;NO;0;TUR6
315;MERIH DEMIRAL;TURQUIA;;FALTA;NO;0;TUR7
316;FERDI KADIOGLU;TURQUIA;;FALTA;NO;0;TUR8
317;KAAN AYHAN;TURQUIA;;FALTA;NO;0;TUR9
318;ISMAIL YUKSEK;TURQUIA;;FALTA;NO;0;TUR10
319;HAKAN CALHANOGLU;TURQUIA;;FALTA;NO;0;TUR11
320;ORKUN KOKCU;TURQUIA;;FALTA;NO;0;TUR12
321;EQUIPO TURQUÍA;TURQUIA;OTRO;FALTA;NO;0;TUR13
322;ARDA GULER;TURQUIA;;FALTA;NO;0;TUR14
323;IRFAN CAN KAHVECI;TURQUIA;;FALTA;NO;0;TUR15
324;YUNUS AKGUN;TURQUIA;;FALTA;NO;0;TUR16
325;CAN UZUN;TURQUIA;;FALTA;NO;0;TUR17
326;BARIS ALPER YILMAZ;TURQUIA;;FALTA;NO;0;TUR18
327;KEREM AKTURKOGLU;TURQUIA;;FALTA;NO;0;TUR19
328;KENAN YILDIZ;TURQUIA;;FALTA;NO;0;TUR20
329;ESCUDO ALEMANIA;ALEMANIA;OTRO;FALTA;NO;0;ALE1
330;MARC-ANDRÉ TER STEGEN;ALEMANIA;PORTERO;FALTA;NO;0;ALE2
331;JONATHAN TAH;ALEMANIA;DEFENSA;FALTA;NO;0;ALE3
332;DAVID RAUM;ALEMANIA;DEFENSA;FALTA;NO;0;ALE4
333;NICO SCHLOTTERBECK;ALEMANIA;DEFENSA;FALTA;NO;0;ALE5
334;ANTONIO RÜDIGER;ALEMANIA;DEFENSA;FALTA;NO;0;ALE6
335;WALDEMAR ANTON;ALEMANIA;DEFENSA;FALTA;NO;0;ALE7
336;RIDLE BAKU;ALEMANIA;DEFENSA;FALTA;NO;0;ALE8
337;MAXIMILIAN MITTELSTADT;ALEMANIA;DEFENSA;FALTA;NO;0;ALE9
338;JOSHUA KIMMICH;ALEMANIA;MEDIOCENTRO;FALTA;NO;0;ALE10
339;FLORIAN WIRTZ;ALEMANIA;MEDIOCENTRO;FALTA;NO;0;ALE11
340;FELIX NMECHA;ALEMANIA;MEDIOCENTRO;FALTA;NO;0;ALE12
341;EQUIPO ALEMANIA;ALEMANIA;OTRO;FALTA;NO;0;ALE13
342;LEON GORETZKA;ALEMANIA;MEDIOCENTRO;FALTA;NO;0;ALE14
343;JAMAL MUSIALA;ALEMANIA;MEDIOCENTRO;FALTA;NO;0;ALE15
344;SERGE GNABRY;ALEMANIA;DELANTERO;FALTA;NO;0;ALE16
345;KAI HAVERTZ;ALEMANIA;DELANTERO;FALTA;NO;0;ALE17
346;LEROY SANE;ALEMANIA;DELANTERO;FALTA;NO;0;ALE18
347;KARIM ADEYEMI;ALEMANIA;DELANTERO;FALTA;NO;0;ALE19
348;NICK WOLTEMADE;ALEMANIA;DELANTERO;FALTA;NO;0;ALE20
349;ESCUDO CURAZAO;CURAZAO;OTRO;FALTA;NO;0;CUR1
350;ELOY ROOM;CURAZAO;;FALTA;NO;0;CUR2
351;ARMANDO OBISPO;CURAZAO;;FALTA;NO;0;CUR3
352;SHEREL FLORANUS;CURAZAO;;FALTA;NO;0;CUR4
353;JURIEN GAARI;CURAZAO;;FALTA;NO;0;CUR5
354;JOSHUA BRENET;CURAZAO;;FALTA;NO;0;CUR6
355;ROSHON VAN EIJMA;CURAZAO;;FALTA;NO;0;CUR7
356;SHURANDY SAMBO;CURAZAO;;FALTA;NO;0;CUR8
357;LIVANO COMENENCIA;CURAZAO;;FALTA;NO;0;CUR9
358;GODFRIED ROEMERATOE;CURAZAO;;FALTA;NO;0;CUR10
359;JUNINHO BACUNA;CURAZAO;;FALTA;NO;0;CUR11
360;LEANDRO BACUNA;CURAZAO;;FALTA;NO;0;CUR12
361;EQUIPO CURAZAO;CURAZAO;OTRO;FALTA;NO;0;CUR13
362;TAHITH CHONG;CURAZAO;;FALTA;NO;0;CUR14
363;KENJI GORRE;CURAZAO;;FALTA;NO;0;CUR15
364;JEARL MARGARITHA;CURAZAO;;FALTA;NO;0;CUR16
365;JURGEN LOCADIA;CURAZAO;;FALTA;NO;0;CUR17
366;JEREMY ANTONISSE;CURAZAO;;FALTA;NO;0;CUR18
367;GERVANE KASTANEER;CURAZAO;;FALTA;NO;0;CUR19
368;SONTJE HANSEN;CURAZAO;;FALTA;NO;0;CUR20
369;ESCUDO COSTA DE MARFIL;COSTA DE MARFIL;OTRO;FALTA;NO;0;CIV1
370;YAHIA FOFANA;COSTA DE MARFIL;;FALTA;NO;0;CIV2
371;GHISLAIN KONAN;COSTA DE MARFIL;;FALTA;NO;0;CIV3
372;WILFRIED SINGO;COSTA DE MARFIL;;FALTA;NO;0;CIV4
373;ODILON KOSSOUNOU;COSTA DE MARFIL;;FALTA;NO;0;CIV5
374;EVAN NDICKA;COSTA DE MARFIL;;FALTA;NO;0;CIV6
375;WILLY BOLY;COSTA DE MARFIL;;FALTA;NO;0;CIV7
376;EMMANUEL AGBADOU;COSTA DE MARFIL;;FALTA;NO;0;CIV8
377;OUSMANE DIOMANDE;COSTA DE MARFIL;;FALTA;NO;0;CIV9
378;FRANCK KESSIE;COSTA DE MARFIL;;FALTA;NO;0;CIV10
379;SEKO FOFANA;COSTA DE MARFIL;;FALTA;NO;0;CIV11
380;IBRAHIM SANGARE;COSTA DE MARFIL;;FALTA;NO;0;CIV12
381;EQUIPO COSTA DE MARFIL;COSTA DE MARFIL;OTRO;FALTA;NO;0;CIV13
382;JEAN-PHILIPPE GBAMIN;COSTA DE MARFIL;;FALTA;NO;0;CIV14
383;AMAD DIALLO;COSTA DE MARFIL;;FALTA;NO;0;CIV15
384;SÉBASTIEN HALLER;COSTA DE MARFIL;;FALTA;NO;0;CIV16
385;SIMON ADINGRA;COSTA DE MARFIL;;FALTA;NO;0;CIV17
386;YAN DIOMANDE;COSTA DE MARFIL;;FALTA;NO;0;CIV18
387;EVANN GUESSAND;COSTA DE MARFIL;;FALTA;NO;0;CIV19
388;OUMAR DIAKITE;COSTA DE MARFIL;;FALTA;NO;0;CIV20
389;ESCUDO ECUADOR;ECUADOR;OTRO;FALTA;NO;0;ECU1
390;HERNÁN GALÍNDEZ;ECUADOR;;FALTA;NO;0;ECU2
391;GONZALO VALLE;ECUADOR;;FALTA;NO;0;ECU3
392;PIERO HINCAPIÉ;ECUADOR;;FALTA;NO;0;ECU4
393;PERVIS ESTUPIÑÁN;ECUADOR;;FALTA;NO;0;ECU5
394;WILLIAN PACHO;ECUADOR;;FALTA;NO;0;ECU6
395;ÁNGELO PRECIADO;ECUADOR;;FALTA;NO;0;ECU7
396;JOEL ORDÓÑEZ;ECUADOR;;FALTA;NO;0;ECU8
397;MOISES CAICEDO;ECUADOR;;FALTA;NO;0;ECU9
398;ALAN FRANCO;ECUADOR;;FALTA;NO;0;ECU10
399;KENDRY PAEZ;ECUADOR;;FALTA;NO;0;ECU11
400;PEDRO VITE;ECUADOR;;FALTA;NO;0;ECU12
401;EQUIPO ECUADOR;ECUADOR;OTRO;FALTA;NO;0;ECU13
402;JOHN VEBOAH;ECUADOR;;FALTA;NO;0;ECU14
403;LEONARDO CAMPANA;ECUADOR;;FALTA;NO;0;ECU15
404;GONZALO PLATA;ECUADOR;;FALTA;NO;0;ECU16
405;NILSON ANGULO;ECUADOR;;FALTA;NO;0;ECU17
406;ALAN MINDA;ECUADOR;;FALTA;NO;0;ECU18
407;KEVIN RODRIGUEZ;ECUADOR;;FALTA;NO;0;ECU19
408;ENNER VALENCIA;ECUADOR;;FALTA;NO;0;ECU20
409;ESCUDO PAÍSES BAJOS;PAÍSES BAJOS;OTRO;FALTA;NO;0;NED1
410;BART VERBRUGGEN;PAÍSES BAJOS;PORTERO;FALTA;NO;0;NED2
411;VIRGIL VAN DIJK;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED3
412;MICKY VAN DE VEN;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED4
413;JURRIEN TIMBER;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED5
414;DENZEL DUMFRIES;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED6
415;NATHAN AKÉ;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED7
416;JEREMIE FRIMPONG;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED8
417;JAN PAUL VAN HECKE;PAÍSES BAJOS;DEFENSA;FALTA;NO;0;NED9
418;TIJJANI REIJNDERS;PAÍSES BAJOS;MEDIOCENTRO;FALTA;NO;0;NED10
419;RYAN GRAVENBERCH;PAÍSES BAJOS;MEDIOCENTRO;FALTA;NO;0;NED11
420;TEUN KOOPMEINERS;PAÍSES BAJOS;MEDIOCENTRO;FALTA;NO;0;NED12
421;EQUIPO PAÍSES BAJOS;PAÍSES BAJOS;OTRO;FALTA;NO;0;NED13
422;FRENKIE DE JONG;PAÍSES BAJOS;MEDIOCENTRO;FALTA;NO;0;NED14
423;XAVI SIMONS;PAÍSES BAJOS;MEDIOCENTRO;FALTA;NO;0;NED15
424;JUSTIN KLUIVERT;PAÍSES BAJOS;DELANTERO;FALTA;NO;0;NED16
425;MEMPHIS DEPAY;PAÍSES BAJOS;DELANTERO;FALTA;NO;0;NED17
426;DONYELL MALEN;PAÍSES BAJOS;DELANTERO;FALTA;NO;0;NED18
427;WOUT WEGHORST;PAÍSES BAJOS;DELANTERO;FALTA;NO;0;NED19
428;CODY GAKPO;PAÍSES BAJOS;DELANTERO;FALTA;NO;0;NED20
429;ESCUDO JAPÓN;JAPÓN;OTRO;FALTA;NO;0;JAP1
430;ZION SUZUKI;JAPÓN;;FALTA;NO;0;JAP2
431;HENRY HEROKI MOCHIZUKI;JAPÓN;;FALTA;NO;0;JAP3
432;AYUMU SEKO;JAPÓN;;FALTA;NO;0;JAP4
433;JUNNOSUKE SUZUKI;JAPÓN;;FALTA;NO;0;JAP5
434;SHOGO TANIGUCHI;JAPÓN;;FALTA;NO;0;JAP6
435;TSUYOSHI WATANABE;JAPÓN;;FALTA;NO;0;JAP7
436;KAISHU SANO;JAPÓN;;FALTA;NO;0;JAP8
437;YUKI SOMA;JAPÓN;;FALTA;NO;0;JAP9
438;AO TANAKA;JAPÓN;;FALTA;NO;0;JAP10
439;DAICHI KAMADA;JAPÓN;;FALTA;NO;0;JAP11
440;TAKEFUSA KUBO;JAPÓN;;FALTA;NO;0;JAP12
441;EQUIPO JAPÓN;JAPÓN;OTRO;FALTA;NO;0;JAP13
442;RITSU DOAN;JAPÓN;;FALTA;NO;0;JAP14
443;KEITO NAKAMURA;JAPÓN;;FALTA;NO;0;JAP15
444;TAKUMI MINAMINO;JAPÓN;;FALTA;NO;0;JAP16
445;SHUTO MACHINO;JAPÓN;;FALTA;NO;0;JAP17
446;JUNYA ITO;JAPÓN;;FALTA;NO;0;JAP18
447;KOKI OGAWA;JAPÓN;;FALTA;NO;0;JAP19
448;AYASE UEDA;JAPÓN;;FALTA;NO;0;JAP20
449;ESCUDO SUECIA;SUECIA;OTRO;FALTA;NO;0;SUE1
450;VICTOR JOHANNESSON;SUECIA;;FALTA;NO;0;SUE2
451;ISAK HIEN;SUECIA;;FALTA;NO;0;SUE3
452;GABRIEL GUDMUNDSSON;SUECIA;;FALTA;NO;0;SUE4
453;EMIL HOLM;SUECIA;;FALTA;NO;0;SUE5
454;VICTOR NILSSON LINDELÖF;SUECIA;;FALTA;NO;0;SUE6
455;GUSTAF LAGERBIELKE;SUECIA;;FALTA;NO;0;SUE7
456;LUCAS BERGVALL;SUECIA;;FALTA;NO;0;SUE8
457;HUGO LARSSON;SUECIA;;FALTA;NO;0;SUE9
458;JESPER KARLSTRÖM;SUECIA;;FALTA;NO;0;SUE10
459;YASIN AYARI;SUECIA;;FALTA;NO;0;SUE11
460;MATTIAS SVANBERG;SUECIA;;FALTA;NO;0;SUE12
461;EQUIPO SUECIA;SUECIA;OTRO;FALTA;NO;0;SUE13
462;DANIEL SVENSSON;SUECIA;;FALTA;NO;0;SUE14
463;KEN SEMA;SUECIA;;FALTA;NO;0;SUE15
464;ROONY BARDGHJI;SUECIA;;FALTA;NO;0;SUE16
465;DEJAN KULUSEVSKI;SUECIA;;FALTA;NO;0;SUE17
466;ANTHONY ELANGA;SUECIA;;FALTA;NO;0;SUE18
467;ALEXANDER ISAK;SUECIA;;FALTA;NO;0;SUE19
468;VIKTOR GYÖKERES;SUECIA;;FALTA;NO;0;SUE20
469;ESCUDO TUNEZ;TUNEZ;OTRO;FALTA;NO;0;TUN1
470;BECHIR BEN SAID;TUNEZ;;FALTA;NO;0;TUN2
471;AYMEN DAHMEN;TUNEZ;;FALTA;NO;0;TUN3
472;YAN VALERY;TUNEZ;;FALTA;NO;0;TUN4
473;MONTASSAR TALBI;TUNEZ;;FALTA;NO;0;TUN5
474;YASSINE MERIAH;TUNEZ;;FALTA;NO;0;TUN6
475;ALI ABDI;TUNEZ;;FALTA;NO;0;TUN7
476;DYLAN BRONN;TUNEZ;;FALTA;NO;0;TUN8
477;ELLYES SKHIRI;TUNEZ;;FALTA;NO;0;TUN9
478;AISSA LAIDOUNI;TUNEZ;;FALTA;NO;0;TUN10
479;FERJANI SASSI;TUNEZ;;FALTA;NO;0;TUN11
480;MOHAMED ALI BEN ROMDHANE;TUNEZ;;FALTA;NO;0;TUN12
481;EQUIPO TUNEZ;TUNEZ;OTRO;FALTA;NO;0;TUN13
482;HANNIBAL MEJBRI;TUNEZ;;FALTA;NO;0;TUN14
483;ELIAS ACHOURI;TUNEZ;;FALTA;NO;0;TUN15
484;ELIAS SAAD;TUNEZ;;FALTA;NO;0;TUN16
485;HAZEM MASTOURI;TUNEZ;;FALTA;NO;0;TUN17
486;ISMAEL GHARBI;TUNEZ;;FALTA;NO;0;TUN18
487;SAYFALLAH LTAIEF;TUNEZ;;FALTA;NO;0;TUN19
488;NAIM SLITI;TUNEZ;;FALTA;NO;0;TUN20
489;ESCUDO BÉLGICA;BÉLGICA;OTRO;FALTA;NO;0;BEL1
490;THIBAUT COURTOIS;BÉLGICA;PORTERO;FALTA;NO;0;BEL2
491;ARTHUR THEATE;BÉLGICA;DEFENSA;FALTA;NO;0;BEL3
492;TIMOTHY CASTAGNE;BÉLGICA;DEFENSA;FALTA;NO;0;BEL4
493;ZENO DEBAST;BÉLGICA;DEFENSA;FALTA;NO;0;BEL5
494;BRANDON MECHELE;BÉLGICA;DEFENSA;FALTA;NO;0;BEL6
495;MAXIM DE CUYPER;BÉLGICA;DEFENSA;FALTA;NO;0;BEL7
496;THOMAS MEUNIER;BÉLGICA;DEFENSA;FALTA;NO;0;BEL8
497;YOURI TIELEMANS;BÉLGICA;MEDIOCENTRO;FALTA;NO;0;BEL9
498;AMADOU ONANA;BÉLGICA;MEDIOCENTRO;FALTA;NO;0;BEL10
499;NICOLAS RASKIN;BÉLGICA;MEDIOCENTRO;FALTA;NO;0;BEL11
500;ALEXIS SAELEMAEKERS;BÉLGICA;MEDIOCENTRO;FALTA;NO;0;BEL12
501;EQUIPO BÉLGICA;BÉLGICA;OTRO;FALTA;NO;0;BEL13
502;HANS VANAKEN;BÉLGICA;MEDIOCENTRO;FALTA;NO;0;BEL14
503;KEVIN DE BRUYNE;BÉLGICA;MEDIOCENTRO;FALTA;NO;0;BEL15
504;JÉRÉMY DOKU;BÉLGICA;DELANTERO;FALTA;NO;0;BEL16
505;CHARLES DE KETELAERE;BÉLGICA;DELANTERO;FALTA;NO;0;BEL17
506;LEANDRO TROSSARD;BÉLGICA;DELANTERO;FALTA;NO;0;BEL18
507;LOÏS OPENDA;BÉLGICA;DELANTERO;FALTA;NO;0;BEL19
508;ROMELU LUKAKU;BÉLGICA;DELANTERO;FALTA;NO;0;BEL20
509;ESCUDO EGIPTO;EGIPTO;OTRO;FALTA;NO;0;EGI1
510;MOHAMED EL SHENAWY;EGIPTO;;FALTA;NO;0;EGI2
511;MOHAMED HANY;EGIPTO;;FALTA;NO;0;EGI3
512;MOHAMED HAMDY;EGIPTO;;FALTA;NO;0;EGI4
513;YASSER IBRAHIM;EGIPTO;;FALTA;NO;0;EGI5
514;KHALED SOBHI;EGIPTO;;FALTA;NO;0;EGI6
515;RAMY RABIA;EGIPTO;;FALTA;NO;0;EGI7
516;HOSSAM ABDELMAGUID;EGIPTO;;FALTA;NO;0;EGI8
517;AHMED FATOUH;EGIPTO;;FALTA;NO;0;EGI9
518;MARWAN ATTIA;EGIPTO;;FALTA;NO;0;EGI10
519;ZIZO;EGIPTO;;FALTA;NO;0;EGI11
520;HAMDY FATHY;EGIPTO;;FALTA;NO;0;EGI12
521;EQUIPO EGIPTO;EGIPTO;OTRO;FALTA;NO;0;EGI13
522;MOHAMED LASHEEN;EGIPTO;;FALTA;NO;0;EGI14
523;EMAM ASHOUR;EGIPTO;;FALTA;NO;0;EGI15
524;OSAMA FAISAL;EGIPTO;;FALTA;NO;0;EGI16
525;MOHAMED SALAH;EGIPTO;;FALTA;NO;0;EGI17
526;MOSTAFA MOHAMED;EGIPTO;;FALTA;NO;0;EGI18
527;TREZEGUET;EGIPTO;;FALTA;NO;0;EGI19
528;OMAR MARMOUSH;EGIPTO;;FALTA;NO;0;EGI20
529;ESCUDO IRAN;IRAN;OTRO;FALTA;NO;0;IRA1
530;ALIREZA BEIRANVAND;IRAN;;FALTA;NO;0;IRA2
531;MORTEZA POURALIGANJI;IRAN;;FALTA;NO;0;IRA3
532;EHSAN HAJSAFI;IRAN;;FALTA;NO;0;IRA4
533;MILAD MOHAMMADY;IRAN;;FALTA;NO;0;IRA5
534;SHOJAE KHALILZADEH;IRAN;;FALTA;NO;0;IRA6
535;RAMIN REZAEIAN;IRAN;;FALTA;NO;0;IRA7
536;HOSSEIN KANAANI;IRAN;;FALTA;NO;0;IRA8
537;SADEGH MOHARRAMI;IRAN;;FALTA;NO;0;IRA9
538;SALEH HARDANI;IRAN;;FALTA;NO;0;IRA10
539;SAEED EZATOLAHI;IRAN;;FALTA;NO;0;IRA11
540;SAMAN GHODDOS;IRAN;;FALTA;NO;0;IRA12
541;EQUIPO IRAN;IRAN;OTRO;FALTA;NO;0;IRA13
542;OMID NOORAFKAN;IRAN;;FALTA;NO;0;IRA14
543;ROOZBEH CHESHMI;IRAN;;FALTA;NO;0;IRA15
544;MOHAMMAD MOHEBI;IRAN;;FALTA;NO;0;IRA16
545;SARDAR AZMOUN;IRAN;;FALTA;NO;0;IRA17
546;MEHDI TAREMI;IRAN;;FALTA;NO;0;IRA18
547;ALIREZA JAHANBAKHSH;IRAN;;FALTA;NO;0;IRA19
548;ALI GHOLIZADEH;IRAN;;FALTA;NO;0;IRA20
549;ESCUDO NUEVA ZELANDA;NUEVA ZELANDA;OTRO;FALTA;NO;0;NZE1
550;MAX CROCOMBE PAYNE;NUEVA ZELANDA;;FALTA;NO;0;NZE2
551;ALEX PAULSEN;NUEVA ZELANDA;;FALTA;NO;0;NZE3
552;MICHAEL BOXALL;NUEVA ZELANDA;;FALTA;NO;0;NZE4
553;LIBERATO CACACE;NUEVA ZELANDA;;FALTA;NO;0;NZE5
554;TIM PAYNE;NUEVA ZELANDA;;FALTA;NO;0;NZE6
555;TYLER BINDON;NUEVA ZELANDA;;FALTA;NO;0;NZE7
556;FRANCIS DE VRIES;NUEVA ZELANDA;;FALTA;NO;0;NZE8
557;FINN SURMAN;NUEVA ZELANDA;;FALTA;NO;0;NZE9
558;JOE BELL;NUEVA ZELANDA;;FALTA;NO;0;NZE10
559;SARPREET SINGH;NUEVA ZELANDA;;FALTA;NO;0;NZE11
560;RYAN THOMAS;NUEVA ZELANDA;;FALTA;NO;0;NZE12
561;EQUIPO NUEVA ZELANDA;NUEVA ZELANDA;OTRO;FALTA;NO;0;NZE13
562;MATTHEW GARBETT;NUEVA ZELANDA;;FALTA;NO;0;NZE14
563;MARKO STAMENI?;NUEVA ZELANDA;;FALTA;NO;0;NZE15
564;BEN OLD;NUEVA ZELANDA;;FALTA;NO;0;NZE16
565;CHRIS WOOD;NUEVA ZELANDA;;FALTA;NO;0;NZE17
566;ELIJAH JUST;NUEVA ZELANDA;;FALTA;NO;0;NZE18
567;CALLUM MCCOWATT;NUEVA ZELANDA;;FALTA;NO;0;NZE19
568;KOSTA BARBAROUSES;NUEVA ZELANDA;;FALTA;NO;0;NZE20
569;ESCUDO ESPAÑA;ESPAÑA;OTRO;FALTA;NO;0;ESP1
